"scene","low_light_image","day_target_image","low_light_reason"
"00000090","00000090/21.jpg","00000090/113.jpg","night=0.955, dark=0.956, daylight=0.031"
"00000090","00000090/22.jpg","00000090/113.jpg","night=0.725, daylight=0.266"
"00000090","00000090/235.jpg","00000090/113.jpg","night=0.747, dark=1.000, daylight=0.031"
"00000090","00000090/257.jpg","00000090/113.jpg","dawndusk=0.658, daylight=0.188"
"00000090","00000090/27.jpg","00000090/113.jpg","dark=0.887, dawndusk=0.754, daylight=0.031"
"00000090","00000090/28.jpg","00000090/113.jpg","night=0.626, dark=0.694, daylight=0.031"
"00000090","00000090/287.jpg","00000090/113.jpg","night=0.730, dark=0.562, dawndusk=0.856, daylight=0.031"
"00000090","00000090/37.jpg","00000090/113.jpg","dark=0.819, daylight=0.137"
"00000090","00000090/39.jpg","00000090/113.jpg","dawndusk=0.701, daylight=0.367"
"00000090","00000090/4.jpg","00000090/113.jpg","night=0.955, dark=1.000, daylight=0.031"
"00000090","00000090/46.jpg","00000090/113.jpg","night=0.955, dark=0.824, dawndusk=0.941, daylight=0.244"
"00000090","00000090/47.jpg","00000090/113.jpg","dawndusk=0.554, daylight=0.244"
"00000090","00000090/59.jpg","00000090/113.jpg","dawndusk=0.546, daylight=0.031"
"00000090","00000090/6.jpg","00000090/113.jpg","night=1.000, dark=0.587, daylight=0.244"
"00000090","00000090/60.jpg","00000090/113.jpg","night=0.955, dark=0.949, daylight=0.031"
"00000090","00000090/63.jpg","00000090/113.jpg","night=0.955, dark=1.000, daylight=0.031"
"00000090","00000090/82.jpg","00000090/113.jpg","night=0.955, dark=1.000, daylight=0.031"
"00000090","00000090/84.jpg","00000090/113.jpg","dark=0.956, daylight=0.031"
"00000162","00000162/119.jpg","00000162/156.jpg","night=1.000, dark=1.000, dawndusk=0.947, daylight=0.156"
"00000162","00000162/135.jpg","00000162/156.jpg","night=1.000, dark=0.944, dawndusk=0.947, daylight=0.019"
"00000162","00000162/141.jpg","00000162/156.jpg","night=0.625, daylight=0.225"
"00000162","00000162/154.jpg","00000162/156.jpg","night=1.000, daylight=0.156"
"00000162","00000162/157.jpg","00000162/156.jpg","night=1.000, dark=0.944, daylight=0.019"
"00000162","00000162/17.jpg","00000162/156.jpg","night=1.000, dark=1.000, daylight=0.019"
"00000162","00000162/205.jpg","00000162/156.jpg","night=1.000, dark=0.944, daylight=0.019"
"00000162","00000162/206.jpg","00000162/156.jpg","night=1.000, dark=0.944, daylight=0.019"
"00000162","00000162/232.jpg","00000162/156.jpg","dark=0.770, dawndusk=0.555, daylight=0.019"
"00000162","00000162/233.jpg","00000162/156.jpg","dark=0.600, dawndusk=0.772, daylight=0.225"
"00000162","00000162/265.jpg","00000162/156.jpg","night=1.000, dark=0.944, dawndusk=0.947, daylight=0.156"
"00000162","00000162/277.jpg","00000162/156.jpg","night=0.503, daylight=0.019"
"00000162","00000162/280.jpg","00000162/156.jpg","dark=0.581, daylight=0.374"
"00000162","00000162/291.jpg","00000162/156.jpg","dark=0.638, dawndusk=0.947, daylight=0.294"
"00000162","00000162/37.jpg","00000162/156.jpg","night=0.917, dark=0.741, daylight=0.019"
"00000162","00000162/38.jpg","00000162/156.jpg","night=1.000, dark=0.874, daylight=0.019"
"00000162","00000162/44.jpg","00000162/156.jpg","night=1.000, dark=1.000, daylight=0.019"
"00000162","00000162/56.jpg","00000162/156.jpg","dark=0.573, dawndusk=0.947, daylight=0.156"
"00000162","00000162/61.jpg","00000162/156.jpg","night=1.000, dark=1.000, dawndusk=0.555, daylight=0.019"
"00000162","00000162/7.jpg","00000162/156.jpg","night=1.000, dark=1.000, daylight=0.019"
"00000162","00000162/73.jpg","00000162/156.jpg","dark=0.644, dawndusk=0.772, daylight=0.087"
"00000162","00000162/8.jpg","00000162/156.jpg","night=1.000, dark=0.789, daylight=0.019"
"00000162","00000162/85.jpg","00000162/156.jpg","night=1.000, dark=0.874, daylight=0.087"
"00000162","00000162/9.jpg","00000162/156.jpg","night=1.000, dark=1.000, daylight=0.019"
"00000162","00000162/90.jpg","00000162/156.jpg","night=1.000, dark=1.000, daylight=0.019"
"00000162","00000162/94.jpg","00000162/156.jpg","dark=0.638, dawndusk=0.772, daylight=0.294"
"00000260","00000260/103.jpg","00000260/152.jpg","night=0.825, dark=0.876, dawndusk=0.656, daylight=0.029"
"00000260","00000260/120.jpg","00000260/152.jpg","night=0.727, dark=0.501, dawndusk=0.727, daylight=0.089"
"00000260","00000260/14.jpg","00000260/152.jpg","night=0.716, dark=0.548, dawndusk=0.667, daylight=0.089"
"00000260","00000260/17.jpg","00000260/152.jpg","night=0.577, daylight=0.258"
"00000260","00000260/19.jpg","00000260/152.jpg","night=0.577, dark=0.525, daylight=0.150"
"00000260","00000260/217.jpg","00000260/152.jpg","night=0.716, dawndusk=0.595, daylight=0.089"
"00000260","00000260/218.jpg","00000260/152.jpg","night=0.577, daylight=0.198"
"00000260","00000260/219.jpg","00000260/152.jpg","night=0.577, dawndusk=0.727, daylight=0.198"
"00000260","00000260/249.jpg","00000260/152.jpg","night=0.727, daylight=0.198"
"00000260","00000260/256.jpg","00000260/152.jpg","night=0.619, dawndusk=0.788, daylight=0.089"
"00000260","00000260/279.jpg","00000260/152.jpg","night=0.577, daylight=0.198"
"00000260","00000260/28.jpg","00000260/152.jpg","night=0.577, dark=0.501, dawndusk=0.595, daylight=0.150"
"00000260","00000260/284.jpg","00000260/152.jpg","dark=0.548, daylight=0.198"
"00000260","00000260/49.jpg","00000260/152.jpg","dark=0.548, daylight=0.089"
"00000260","00000260/51.jpg","00000260/152.jpg","night=1.000, dark=0.876, dawndusk=0.656, daylight=0.029"
"00000260","00000260/58.jpg","00000260/152.jpg","night=0.832, dawndusk=0.727, daylight=0.089"
"00000260","00000260/79.jpg","00000260/152.jpg","night=0.866, dark=0.866, daylight=0.029"
"00000260","00000260/80.jpg","00000260/152.jpg","night=1.000, dark=1.000, daylight=0.029"
"00000270","00000270/12.jpg","00000270/136.jpg","night=1.000, dark=1.000, dawndusk=0.505, daylight=0.053"
"00000270","00000270/19.jpg","00000270/136.jpg","dawndusk=0.682, daylight=0.289"
"00000270","00000270/27.jpg","00000270/136.jpg","dark=1.000, dawndusk=0.505, daylight=0.171"
"00000270","00000270/29.jpg","00000270/136.jpg","night=1.000, dark=1.000, dawndusk=0.505, daylight=0.053"
"00000270","00000270/3.jpg","00000270/136.jpg","night=0.721, dark=1.000, dawndusk=0.505, daylight=0.289"
"00000270","00000270/35.jpg","00000270/136.jpg","night=1.000, dark=1.000, dawndusk=0.505, daylight=0.053"
"00000270","00000270/49.jpg","00000270/136.jpg","night=1.000, dark=1.000, dawndusk=0.704, daylight=0.053"
"00000270","00000270/63.jpg","00000270/136.jpg","night=0.518, dark=0.707, dawndusk=0.825, daylight=0.289"
"00000270","00000270/67.jpg","00000270/136.jpg","dark=0.785, daylight=0.171"
"00000270","00000270/77.jpg","00000270/136.jpg","night=0.760, dark=1.000, dawndusk=0.792, daylight=0.382"
"00000325","00000325/1.jpg","00000325/10.jpg","night=1.000, dark=0.861, dawndusk=0.568, daylight=0.010"
"00000325","00000325/129.jpg","00000325/10.jpg","dark=0.537, daylight=0.010"
"00000325","00000325/13.jpg","00000325/10.jpg","dark=0.567, dawndusk=0.570, daylight=0.344"
"00000325","00000325/135.jpg","00000325/10.jpg","night=0.555, dark=0.518, dawndusk=0.651, daylight=0.344"
"00000325","00000325/14.jpg","00000325/10.jpg","night=1.000, dark=1.000, dawndusk=0.568, daylight=0.010"
"00000325","00000325/140.jpg","00000325/10.jpg","night=0.965, dark=0.718, dawndusk=0.890, daylight=0.010"
"00000325","00000325/155.jpg","00000325/10.jpg","dark=0.718, daylight=0.344"
"00000325","00000325/16.jpg","00000325/10.jpg","dark=0.518, dawndusk=0.787, daylight=0.344"
"00000325","00000325/160.jpg","00000325/10.jpg","dark=0.524, dawndusk=0.670, daylight=0.234"
"00000325","00000325/17.jpg","00000325/10.jpg","night=1.000, dark=0.861, daylight=0.010"
"00000325","00000325/18.jpg","00000325/10.jpg","night=0.555, dark=0.585, dawndusk=0.568, daylight=0.344"
"00000325","00000325/185.jpg","00000325/10.jpg","dark=0.585, daylight=0.057"
"00000325","00000325/19.jpg","00000325/10.jpg","night=0.919, dark=0.800, daylight=0.010"
"00000325","00000325/194.jpg","00000325/10.jpg","night=0.555, dark=0.718, daylight=0.344"
"00000325","00000325/220.jpg","00000325/10.jpg","night=0.555, dark=0.524, daylight=0.167"
"00000325","00000325/222.jpg","00000325/10.jpg","dark=0.524, daylight=0.214"
"00000325","00000325/232.jpg","00000325/10.jpg","night=0.555, dark=0.800, dawndusk=0.890, daylight=0.214"
"00000325","00000325/236.jpg","00000325/10.jpg","dawndusk=0.651, daylight=0.167"
"00000325","00000325/263.jpg","00000325/10.jpg","night=0.555, daylight=0.391"
"00000325","00000325/33.jpg","00000325/10.jpg","night=0.709, dark=0.952, dawndusk=0.787, daylight=0.344"
"00000325","00000325/34.jpg","00000325/10.jpg","night=0.780, dark=0.515, daylight=0.297"
"00000325","00000325/36.jpg","00000325/10.jpg","night=0.555, dark=0.770, dawndusk=0.890, daylight=0.057"
"00000325","00000325/39.jpg","00000325/10.jpg","night=0.695, dark=0.818, dawndusk=0.651, daylight=0.010"
"00000325","00000325/4.jpg","00000325/10.jpg","night=0.889, dark=0.518, daylight=0.344"
"00000325","00000325/45.jpg","00000325/10.jpg","night=0.919, dark=0.657, daylight=0.167"
"00000325","00000325/5.jpg","00000325/10.jpg","night=0.979, dark=0.952, dawndusk=0.785, daylight=0.010"
"00000325","00000325/51.jpg","00000325/10.jpg","night=0.565, dawndusk=0.516, daylight=0.297"
"00000325","00000325/53.jpg","00000325/10.jpg","night=0.889, dark=0.515, daylight=0.297"
"00000325","00000325/55.jpg","00000325/10.jpg","night=0.919, dark=0.657, daylight=0.230"
"00000325","00000325/58.jpg","00000325/10.jpg","night=0.555, dark=0.579, dawndusk=0.516, daylight=0.344"
"00000325","00000325/59.jpg","00000325/10.jpg","night=0.709, dark=0.800, dawndusk=0.568, daylight=0.344"
"00000325","00000325/6.jpg","00000325/10.jpg","night=0.555, daylight=0.297"
"00000325","00000325/64.jpg","00000325/10.jpg","night=0.555, dark=0.667, daylight=0.344"
"00000325","00000325/7.jpg","00000325/10.jpg","night=0.919, dark=0.657, dawndusk=0.787, daylight=0.010"
"00000325","00000325/74.jpg","00000325/10.jpg","night=0.695, dark=0.757, dawndusk=1.000, daylight=0.057"
"00000325","00000325/87.jpg","00000325/10.jpg","night=0.555, dark=0.800, dawndusk=0.539, daylight=0.344"
"00000325","00000325/90.jpg","00000325/10.jpg","night=0.709, dark=0.952, dawndusk=0.890, daylight=0.010"
"00000325","00000325/93.jpg","00000325/10.jpg","night=0.780, dark=0.861, dawndusk=0.785, daylight=0.146"
"00000384","00000384/160.jpg","00000384/106.jpg","dark=0.769, dawndusk=0.744, daylight=0.371"
"00000384","00000384/173.jpg","00000384/106.jpg","night=0.546, dark=1.000, daylight=0.157"
"00000384","00000384/189.jpg","00000384/106.jpg","dark=0.710, daylight=0.157"
"00000384","00000384/19.jpg","00000384/106.jpg","dark=0.769, daylight=0.055"
"00000384","00000384/22.jpg","00000384/106.jpg","night=0.748, dark=0.983, daylight=0.055"
"00000384","00000384/23.jpg","00000384/106.jpg","night=1.000, dark=1.000, dawndusk=0.593, daylight=0.055"
"00000384","00000384/257.jpg","00000384/106.jpg","night=0.510, dark=1.000, dawndusk=0.751, daylight=0.157"
"00000384","00000384/30.jpg","00000384/106.jpg","night=1.000, dark=0.983, dawndusk=0.593, daylight=0.055"
"00000384","00000384/64.jpg","00000384/106.jpg","night=0.784, dark=0.983, dawndusk=0.669, daylight=0.106"
"00000384","00000384/8.jpg","00000384/106.jpg","night=0.935, dark=1.000, dawndusk=0.745, daylight=0.055"
"00000384","00000384/81.jpg","00000384/106.jpg","dark=0.769, daylight=0.209"
"00000398","00000398/168.jpg","00000398/169.jpg","night=0.612, dark=0.680, dawndusk=0.685, daylight=0.168"
"00000398","00000398/51.jpg","00000398/169.jpg","dark=0.723, dawndusk=0.796, daylight=0.001"
"00000398","00000398/7.jpg","00000398/169.jpg","night=1.000, dark=0.894, dawndusk=0.662, daylight=0.001"
"00000398","00000398/83.jpg","00000398/169.jpg","night=0.946, daylight=0.211"
"00000441","00000441/10.jpg","00000441/104.jpg","night=0.751, dark=0.867, dawndusk=0.554, daylight=0.113"
"00000441","00000441/115.jpg","00000441/104.jpg","night=0.751, dark=0.728, daylight=0.113"
"00000441","00000441/13.jpg","00000441/104.jpg","night=1.000, dark=1.000, daylight=0.004"
"00000441","00000441/15.jpg","00000441/104.jpg","night=0.881, dark=1.000, dawndusk=0.946, daylight=0.113"
"00000441","00000441/16.jpg","00000441/104.jpg","dark=0.590, daylight=0.347"
"00000441","00000441/163.jpg","00000441/104.jpg","night=0.751, dark=0.867, dawndusk=1.000, daylight=0.160"
"00000441","00000441/18.jpg","00000441/104.jpg","night=0.964, dark=0.867, daylight=0.113"
"00000441","00000441/2.jpg","00000441/104.jpg","night=0.751, dark=1.000, daylight=0.113"
"00000441","00000441/28.jpg","00000441/104.jpg","night=0.937, dark=1.000, daylight=0.004"
"00000441","00000441/29.jpg","00000441/104.jpg","night=1.000, dark=1.000, daylight=0.004"
"00000441","00000441/300.jpg","00000441/104.jpg","night=0.881, dark=0.867, dawndusk=0.750, daylight=0.160"
"00000441","00000441/34.jpg","00000441/104.jpg","night=1.000, dark=1.000, daylight=0.004"
"00000441","00000441/50.jpg","00000441/104.jpg","night=1.000, dark=1.000, dawndusk=0.636, daylight=0.004"
"00000441","00000441/57.jpg","00000441/104.jpg","night=0.519, dark=0.794, daylight=0.347"
"00000441","00000441/97.jpg","00000441/104.jpg","night=0.751, dark=0.867, dawndusk=0.852, daylight=0.113"
"00000536","00000536/113.jpg","00000536/105.jpg","dark=0.701, dawndusk=0.546, daylight=0.292"
"00000536","00000536/128.jpg","00000536/105.jpg","night=0.667, daylight=0.292"
"00000536","00000536/158.jpg","00000536/105.jpg","dark=0.701, daylight=0.292"
"00000536","00000536/16.jpg","00000536/105.jpg","night=0.882, dark=0.732, daylight=0.046"
"00000536","00000536/190.jpg","00000536/105.jpg","night=0.527, daylight=0.292"
"00000536","00000536/264.jpg","00000536/105.jpg","dark=0.752, daylight=0.216"
"00000536","00000536/28.jpg","00000536/105.jpg","dark=0.584, dawndusk=0.503, daylight=0.140"
"00000536","00000536/37.jpg","00000536/105.jpg","night=0.882, dark=0.701, daylight=0.140"
"00000536","00000536/41.jpg","00000536/105.jpg","dark=0.915, daylight=0.122"
"00000536","00000536/48.jpg","00000536/105.jpg","night=0.708, daylight=0.292"
"00000536","00000536/69.jpg","00000536/105.jpg","dark=0.752, daylight=0.292"
"00000536","00000536/7.jpg","00000536/105.jpg","night=0.667, daylight=0.292"
"00000536","00000536/79.jpg","00000536/105.jpg","night=0.795, daylight=0.292"
"00000536","00000536/87.jpg","00000536/105.jpg","dark=0.584, daylight=0.198"
"00000536","00000536/9.jpg","00000536/105.jpg","night=0.516, dark=0.752, daylight=0.289"
"00000536","00000536/93.jpg","00000536/105.jpg","dark=0.701, daylight=0.292"
"00000573","00000573/10.jpg","00000573/135.jpg","night=0.665, dark=0.691, daylight=0.316"
"00000573","00000573/112.jpg","00000573/135.jpg","night=0.853, dark=1.000, daylight=0.250"
"00000573","00000573/129.jpg","00000573/135.jpg","night=0.999, dark=1.000, daylight=0.036"
"00000573","00000573/13.jpg","00000573/135.jpg","night=1.000, dark=0.866, daylight=0.036"
"00000573","00000573/132.jpg","00000573/135.jpg","night=1.000, dark=0.782, daylight=0.036"
"00000573","00000573/14.jpg","00000573/135.jpg","night=0.665, daylight=0.316"
"00000573","00000573/159.jpg","00000573/135.jpg","night=0.759, dark=0.527, daylight=0.357"
"00000573","00000573/16.jpg","00000573/135.jpg","night=0.853, dark=0.782, daylight=0.316"
"00000573","00000573/25.jpg","00000573/135.jpg","night=1.000, dark=1.000, daylight=0.036"
"00000573","00000573/28.jpg","00000573/135.jpg","night=0.853, dark=0.855, daylight=0.143"
"00000573","00000573/30.jpg","00000573/135.jpg","night=1.000, dark=1.000, daylight=0.036"
"00000573","00000573/32.jpg","00000573/135.jpg","night=0.613, dawndusk=0.772, daylight=0.357"
"00000573","00000573/5.jpg","00000573/135.jpg","night=1.000, dark=1.000, dawndusk=0.706, daylight=0.036"
"00000573","00000573/73.jpg","00000573/135.jpg","night=0.543, dark=0.904, dawndusk=0.604, daylight=0.316"
"00000573","00000573/82.jpg","00000573/135.jpg","night=0.958, dark=1.000, daylight=0.118"
"00000573","00000573/9.jpg","00000573/135.jpg","night=0.853, dark=0.782, daylight=0.036"
"00001048","00001048/20120628_010949.jpg","00001048/20120625_000946.jpg","night=0.857, dark=0.947, daylight=0.072"
"00001048","00001048/20120629_081038.jpg","00001048/20120625_000946.jpg","night=0.939, dark=0.911, daylight=0.011"
"00001048","00001048/20120705_000943.jpg","00001048/20120625_000946.jpg","dark=0.530, daylight=0.393"
"00001048","00001048/20120706_080937.jpg","00001048/20120625_000946.jpg","night=1.000, dark=0.911, daylight=0.011"
"00001048","00001048/20120707_010943.jpg","00001048/20120625_000946.jpg","night=0.857, dark=0.907, dawndusk=0.514, daylight=0.011"
"00001048","00001048/20120709_010939.jpg","00001048/20120625_000946.jpg","night=0.857, dark=0.907, dawndusk=0.605, daylight=0.011"
"00001308","00001308/20111209_122514.jpg","00001308/20120226_215515.jpg","night=0.835, dark=0.517, daylight=0.257"
"00001308","00001308/20111221_062602.jpg","00001308/20120226_215515.jpg","night=0.791, daylight=0.311"
"00001308","00001308/20111224_005514.jpg","00001308/20120226_215515.jpg","night=0.835, dark=0.588, daylight=0.257"
"00001308","00001308/20111224_015515.jpg","00001308/20120226_215515.jpg","night=0.835, daylight=0.257"
"00001308","00001308/20120105_082514.jpg","00001308/20120226_215515.jpg","night=0.835, daylight=0.031"
"00001308","00001308/20120115_002515.jpg","00001308/20120226_215515.jpg","night=0.835, daylight=0.257"
"00001308","00001308/20120116_225515.jpg","00001308/20120226_215515.jpg","dawndusk=0.512, daylight=0.257"
"00001308","00001308/20120118_032514.jpg","00001308/20120226_215515.jpg","night=0.835, dark=0.588, daylight=0.257"
"00001308","00001308/20120118_225514.jpg","00001308/20120226_215515.jpg","night=0.589, daylight=0.031"
"00001308","00001308/20120304_042515.jpg","00001308/20120226_215515.jpg","night=0.835, dark=0.558, daylight=0.031"
"00001308","00001308/20120322_102514.jpg","00001308/20120226_215515.jpg","night=0.560, daylight=0.139"
"00001308","00001308/20120324_002514.jpg","00001308/20120226_215515.jpg","night=0.835, daylight=0.257"
"00001308","00001308/20120501_025602.jpg","00001308/20120226_215515.jpg","night=0.835, daylight=0.364"
"00001308","00001308/20120529_065519.jpg","00001308/20120226_215515.jpg","night=0.835, daylight=0.257"
"00005381","00005381/20110118_011023.jpg","00005381/20110305_141022.jpg","night=1.000, dark=0.964, dawndusk=0.722, daylight=0.189"
"00005381","00005381/20110127_201022.jpg","00005381/20110305_141022.jpg","night=1.000, dark=0.964, dawndusk=0.722, daylight=0.180"
"00005381","00005381/20110319_194024.jpg","00005381/20110305_141022.jpg","night=1.000, dark=1.000, dawndusk=0.722, daylight=0.016"
"00005381","00005381/20110401_041023.jpg","00005381/20110305_141022.jpg","night=0.919, dark=0.964, daylight=0.171"
"00005381","00005381/20110409_034023.jpg","00005381/20110305_141022.jpg","night=1.000, dark=0.964, dawndusk=0.806, daylight=0.344"
"00005381","00005381/20111114_054021.jpg","00005381/20110305_141022.jpg","dark=0.902, dawndusk=1.000, daylight=0.179"
"00005381","00005381/20120613_194039.jpg","00005381/20110305_141022.jpg","night=1.000, dark=0.964, dawndusk=0.962, daylight=0.102"
"00007202","00007202/20110116_163103.jpg","00007202/20110621_080103.jpg","night=1.000, dark=1.000, dawndusk=1.000, daylight=0.056"
"00007202","00007202/20110309_173103.jpg","00007202/20110621_080103.jpg","dark=0.515, dawndusk=1.000, daylight=0.164"
"00007371","00007371/20110215_161714.jpg","00007371/20110321_091715.jpg","dark=0.565, daylight=0.312"
"00007371","00007371/20110305_054714.jpg","00007371/20110321_091715.jpg","night=0.525, dark=1.000, daylight=0.167"
"00007371","00007371/20110929_051713.jpg","00007371/20110321_091715.jpg","dark=0.699, daylight=0.312"
"00007371","00007371/20111010_101714.jpg","00007371/20110321_091715.jpg","dark=0.566, daylight=0.167"
"00007371","00007371/20111101_164712.jpg","00007371/20110321_091715.jpg","night=0.518, dark=0.643, dawndusk=0.781, daylight=0.308"
"00007371","00007371/20111113_161712.jpg","00007371/20110321_091715.jpg","dawndusk=0.939, daylight=0.312"
"00007371","00007371/20111114_154712.jpg","00007371/20110321_091715.jpg","dark=0.508, dawndusk=0.747, daylight=0.167"
"00007371","00007371/20120113_161717.jpg","00007371/20110321_091715.jpg","dawndusk=0.977, daylight=0.167"
"00007371","00007371/20120208_171711.jpg","00007371/20110321_091715.jpg","dark=0.565, daylight=0.312"
"00007371","00007371/20120827_051715.jpg","00007371/20110321_091715.jpg","dark=0.508, dawndusk=0.781, daylight=0.167"
"00007371","00007371/20121226_164731.jpg","00007371/20110321_091715.jpg","night=0.779, dark=0.936, dawndusk=0.660, daylight=0.167"
"00008205","00008205/20110118_005718.jpg","00008205/20120610_022718.jpg","night=1.000, dark=1.000, daylight=0.024"
"00008205","00008205/20110315_235720.jpg","00008205/20120610_022718.jpg","dawndusk=0.925, daylight=0.300"
"00008205","00008205/20110607_032719.jpg","00008205/20120610_022718.jpg","night=1.000, dark=1.000, daylight=0.024"
"00008205","00008205/20110711_032718.jpg","00008205/20120610_022718.jpg","night=0.661, dark=1.000, dawndusk=0.786, daylight=0.224"
"00008205","00008205/20111031_222718.jpg","00008205/20120610_022718.jpg","dark=0.688, daylight=0.300"
"00008205","00008205/20111107_222718.jpg","00008205/20120610_022718.jpg","dark=0.688, dawndusk=0.592, daylight=0.363"
"00008205","00008205/20111122_225721.jpg","00008205/20120610_022718.jpg","dark=0.585, daylight=0.363"
"00008205","00008205/20111122_235718.jpg","00008205/20120610_022718.jpg","dawndusk=0.925, daylight=0.397"
"00008205","00008205/20120513_012718.jpg","00008205/20120610_022718.jpg","dawndusk=0.520, daylight=0.300"
"00008205","00008205/20120719_032730.jpg","00008205/20120610_022718.jpg","night=0.948, dark=1.000, daylight=0.098"
"00008205","00008205/20121030_002728.jpg","00008205/20120610_022718.jpg","dark=0.749, dawndusk=0.997, daylight=0.165"
"00008205","00008205/20121223_222733.jpg","00008205/20120610_022718.jpg","dawndusk=0.809, daylight=0.397"
"00008205","00008205/20121225_235728.jpg","00008205/20120610_022718.jpg","dark=0.502, dawndusk=0.592, daylight=0.300"
"00008205","00008205/20130113_005731.jpg","00008205/20120610_022718.jpg","night=0.651, dark=0.941, daylight=0.098"
"00008205","00008205/20130128_005737.jpg","00008205/20120610_022718.jpg","dark=0.981, daylight=0.314"
"00008205","00008205/20130305_132736.jpg","00008205/20120610_022718.jpg","night=0.799, dark=0.941, daylight=0.024"
"00008205","00008205/20130314_015732.jpg","00008205/20120610_022718.jpg","night=1.000, dark=0.941, dawndusk=0.570, daylight=0.024"
"00008383","00008383/20110115_085221.jpg","00008383/20110731_105222.jpg","dawndusk=0.648, daylight=0.245"
"00008383","00008383/20110203_072221.jpg","00008383/20110731_105222.jpg","dawndusk=0.961, daylight=0.309"
"00008383","00008383/20110203_162222.jpg","00008383/20110731_105222.jpg","dawndusk=0.793, daylight=0.154"
"00008383","00008383/20110217_185222.jpg","00008383/20110731_105222.jpg","night=0.920, dark=0.675, daylight=0.003"
"00008383","00008383/20110309_195221.jpg","00008383/20110731_105222.jpg","night=1.000, dark=0.675, daylight=0.003"
"00008383","00008383/20110314_052221.jpg","00008383/20110731_105222.jpg","night=0.967, daylight=0.003"
"00008383","00008383/20110318_052221.jpg","00008383/20110731_105222.jpg","night=0.564, daylight=0.181"
"00008383","00008383/20110501_035220.jpg","00008383/20110731_105222.jpg","night=0.967, dark=0.974, daylight=0.003"
"00008383","00008383/20110813_202220.jpg","00008383/20110731_105222.jpg","night=1.000, dark=0.824, daylight=0.003"
"00008383","00008383/20111029_165221.jpg","00008383/20110731_105222.jpg","night=0.651, dark=0.974, dawndusk=0.827, daylight=0.003"
"00008383","00008383/20111220_215219.jpg","00008383/20110731_105222.jpg","night=0.920, dark=0.637, daylight=0.003"
"00008383","00008383/20111221_175220.jpg","00008383/20110731_105222.jpg","night=0.752, dark=0.600, daylight=0.003"
"00008383","00008383/20111226_172220.jpg","00008383/20110731_105222.jpg","night=1.000, dark=0.824, daylight=0.003"
"00008383","00008383/20111228_062222.jpg","00008383/20110731_105222.jpg","night=1.000, dark=0.974, daylight=0.003"
"00008383","00008383/20111228_175220.jpg","00008383/20110731_105222.jpg","night=1.000, dark=0.675, daylight=0.003"
"00008383","00008383/20120105_222226.jpg","00008383/20110731_105222.jpg","night=0.967, daylight=0.003"
"00008383","00008383/20120122_192222.jpg","00008383/20110731_105222.jpg","night=0.967, dark=0.675, daylight=0.003"
"00008383","00008383/20120124_062222.jpg","00008383/20110731_105222.jpg","night=1.000, dark=0.675, daylight=0.003"
"00008383","00008383/20120127_165222.jpg","00008383/20110731_105222.jpg","night=0.600, daylight=0.130"
"00008383","00008383/20120201_215220.jpg","00008383/20110731_105222.jpg","night=1.000, dark=0.675, daylight=0.003"
"00008383","00008383/20120211_192220.jpg","00008383/20110731_105222.jpg","night=0.932, dark=0.637, daylight=0.003"
"00008383","00008383/20120303_172220.jpg","00008383/20110731_105222.jpg","dawndusk=0.793, daylight=0.309"
