scene,low_light_image,day_target_image,low_light_reason,repo_id
260,00000260/256.jpg,00000260/152.jpg,"night=0.619, dawndusk=0.788, daylight=0.089",tyakovenko/night-to-day-enhancement
260,00000260/279.jpg,00000260/152.jpg,"night=0.577, daylight=0.198",tyakovenko/night-to-day-enhancement
260,00000260/28.jpg,00000260/152.jpg,"night=0.577, dark=0.501, dawndusk=0.595, daylight=0.150",tyakovenko/night-to-day-enhancement
260,00000260/284.jpg,00000260/152.jpg,"dark=0.548, daylight=0.198",tyakovenko/night-to-day-enhancement
260,00000260/49.jpg,00000260/152.jpg,"dark=0.548, daylight=0.089",tyakovenko/night-to-day-enhancement
260,00000260/51.jpg,00000260/152.jpg,"night=1.000, dark=0.876, dawndusk=0.656, daylight=0.029",tyakovenko/night-to-day-enhancement
260,00000260/58.jpg,00000260/152.jpg,"night=0.832, dawndusk=0.727, daylight=0.089",tyakovenko/night-to-day-enhancement
260,00000260/79.jpg,00000260/152.jpg,"night=0.866, dark=0.866, daylight=0.029",tyakovenko/night-to-day-enhancement
260,00000260/80.jpg,00000260/152.jpg,"night=1.000, dark=1.000, daylight=0.029",tyakovenko/night-to-day-enhancement
270,00000270/12.jpg,00000270/136.jpg,"night=1.000, dark=1.000, dawndusk=0.505, daylight=0.053",tyakovenko/night-to-day-enhancement
270,00000270/19.jpg,00000270/136.jpg,"dawndusk=0.682, daylight=0.289",tyakovenko/night-to-day-enhancement
270,00000270/27.jpg,00000270/136.jpg,"dark=1.000, dawndusk=0.505, daylight=0.171",tyakovenko/night-to-day-enhancement
270,00000270/29.jpg,00000270/136.jpg,"night=1.000, dark=1.000, dawndusk=0.505, daylight=0.053",tyakovenko/night-to-day-enhancement
270,00000270/3.jpg,00000270/136.jpg,"night=0.721, dark=1.000, dawndusk=0.505, daylight=0.289",tyakovenko/night-to-day-enhancement
270,00000270/35.jpg,00000270/136.jpg,"night=1.000, dark=1.000, dawndusk=0.505, daylight=0.053",tyakovenko/night-to-day-enhancement
270,00000270/49.jpg,00000270/136.jpg,"night=1.000, dark=1.000, dawndusk=0.704, daylight=0.053",tyakovenko/night-to-day-enhancement
270,00000270/63.jpg,00000270/136.jpg,"night=0.518, dark=0.707, dawndusk=0.825, daylight=0.289",tyakovenko/night-to-day-enhancement
270,00000270/67.jpg,00000270/136.jpg,"dark=0.785, daylight=0.171",tyakovenko/night-to-day-enhancement
270,00000270/77.jpg,00000270/136.jpg,"night=0.760, dark=1.000, dawndusk=0.792, daylight=0.382",tyakovenko/night-to-day-enhancement
325,00000325/1.jpg,00000325/10.jpg,"night=1.000, dark=0.861, dawndusk=0.568, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/129.jpg,00000325/10.jpg,"dark=0.537, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/13.jpg,00000325/10.jpg,"dark=0.567, dawndusk=0.570, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/135.jpg,00000325/10.jpg,"night=0.555, dark=0.518, dawndusk=0.651, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/14.jpg,00000325/10.jpg,"night=1.000, dark=1.000, dawndusk=0.568, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/140.jpg,00000325/10.jpg,"night=0.965, dark=0.718, dawndusk=0.890, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/155.jpg,00000325/10.jpg,"dark=0.718, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/16.jpg,00000325/10.jpg,"dark=0.518, dawndusk=0.787, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/160.jpg,00000325/10.jpg,"dark=0.524, dawndusk=0.670, daylight=0.234",tyakovenko/night-to-day-enhancement
325,00000325/17.jpg,00000325/10.jpg,"night=1.000, dark=0.861, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/18.jpg,00000325/10.jpg,"night=0.555, dark=0.585, dawndusk=0.568, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/185.jpg,00000325/10.jpg,"dark=0.585, daylight=0.057",tyakovenko/night-to-day-enhancement
325,00000325/19.jpg,00000325/10.jpg,"night=0.919, dark=0.800, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/194.jpg,00000325/10.jpg,"night=0.555, dark=0.718, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/220.jpg,00000325/10.jpg,"night=0.555, dark=0.524, daylight=0.167",tyakovenko/night-to-day-enhancement
325,00000325/222.jpg,00000325/10.jpg,"dark=0.524, daylight=0.214",tyakovenko/night-to-day-enhancement
325,00000325/232.jpg,00000325/10.jpg,"night=0.555, dark=0.800, dawndusk=0.890, daylight=0.214",tyakovenko/night-to-day-enhancement
325,00000325/236.jpg,00000325/10.jpg,"dawndusk=0.651, daylight=0.167",tyakovenko/night-to-day-enhancement
325,00000325/263.jpg,00000325/10.jpg,"night=0.555, daylight=0.391",tyakovenko/night-to-day-enhancement
325,00000325/33.jpg,00000325/10.jpg,"night=0.709, dark=0.952, dawndusk=0.787, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/34.jpg,00000325/10.jpg,"night=0.780, dark=0.515, daylight=0.297",tyakovenko/night-to-day-enhancement
325,00000325/36.jpg,00000325/10.jpg,"night=0.555, dark=0.770, dawndusk=0.890, daylight=0.057",tyakovenko/night-to-day-enhancement
325,00000325/39.jpg,00000325/10.jpg,"night=0.695, dark=0.818, dawndusk=0.651, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/4.jpg,00000325/10.jpg,"night=0.889, dark=0.518, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/45.jpg,00000325/10.jpg,"night=0.919, dark=0.657, daylight=0.167",tyakovenko/night-to-day-enhancement
325,00000325/5.jpg,00000325/10.jpg,"night=0.979, dark=0.952, dawndusk=0.785, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/51.jpg,00000325/10.jpg,"night=0.565, dawndusk=0.516, daylight=0.297",tyakovenko/night-to-day-enhancement
325,00000325/53.jpg,00000325/10.jpg,"night=0.889, dark=0.515, daylight=0.297",tyakovenko/night-to-day-enhancement
325,00000325/55.jpg,00000325/10.jpg,"night=0.919, dark=0.657, daylight=0.230",tyakovenko/night-to-day-enhancement
325,00000325/58.jpg,00000325/10.jpg,"night=0.555, dark=0.579, dawndusk=0.516, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/59.jpg,00000325/10.jpg,"night=0.709, dark=0.800, dawndusk=0.568, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/6.jpg,00000325/10.jpg,"night=0.555, daylight=0.297",tyakovenko/night-to-day-enhancement
325,00000325/64.jpg,00000325/10.jpg,"night=0.555, dark=0.667, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/7.jpg,00000325/10.jpg,"night=0.919, dark=0.657, dawndusk=0.787, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/74.jpg,00000325/10.jpg,"night=0.695, dark=0.757, dawndusk=1.000, daylight=0.057",tyakovenko/night-to-day-enhancement
325,00000325/87.jpg,00000325/10.jpg,"night=0.555, dark=0.800, dawndusk=0.539, daylight=0.344",tyakovenko/night-to-day-enhancement
325,00000325/90.jpg,00000325/10.jpg,"night=0.709, dark=0.952, dawndusk=0.890, daylight=0.010",tyakovenko/night-to-day-enhancement
325,00000325/93.jpg,00000325/10.jpg,"night=0.780, dark=0.861, dawndusk=0.785, daylight=0.146",tyakovenko/night-to-day-enhancement
384,00000384/160.jpg,00000384/106.jpg,"dark=0.769, dawndusk=0.744, daylight=0.371",tyakovenko/night-to-day-enhancement
384,00000384/173.jpg,00000384/106.jpg,"night=0.546, dark=1.000, daylight=0.157",tyakovenko/night-to-day-enhancement
384,00000384/189.jpg,00000384/106.jpg,"dark=0.710, daylight=0.157",tyakovenko/night-to-day-enhancement
384,00000384/19.jpg,00000384/106.jpg,"dark=0.769, daylight=0.055",tyakovenko/night-to-day-enhancement
384,00000384/22.jpg,00000384/106.jpg,"night=0.748, dark=0.983, daylight=0.055",tyakovenko/night-to-day-enhancement
384,00000384/23.jpg,00000384/106.jpg,"night=1.000, dark=1.000, dawndusk=0.593, daylight=0.055",tyakovenko/night-to-day-enhancement
384,00000384/257.jpg,00000384/106.jpg,"night=0.510, dark=1.000, dawndusk=0.751, daylight=0.157",tyakovenko/night-to-day-enhancement
384,00000384/30.jpg,00000384/106.jpg,"night=1.000, dark=0.983, dawndusk=0.593, daylight=0.055",tyakovenko/night-to-day-enhancement
384,00000384/64.jpg,00000384/106.jpg,"night=0.784, dark=0.983, dawndusk=0.669, daylight=0.106",tyakovenko/night-to-day-enhancement
384,00000384/8.jpg,00000384/106.jpg,"night=0.935, dark=1.000, dawndusk=0.745, daylight=0.055",tyakovenko/night-to-day-enhancement
384,00000384/81.jpg,00000384/106.jpg,"dark=0.769, daylight=0.209",tyakovenko/night-to-day-enhancement
398,00000398/168.jpg,00000398/169.jpg,"night=0.612, dark=0.680, dawndusk=0.685, daylight=0.168",tyakovenko/night-to-day-enhancement
398,00000398/51.jpg,00000398/169.jpg,"dark=0.723, dawndusk=0.796, daylight=0.001",tyakovenko/night-to-day-enhancement
398,00000398/7.jpg,00000398/169.jpg,"night=1.000, dark=0.894, dawndusk=0.662, daylight=0.001",tyakovenko/night-to-day-enhancement
398,00000398/83.jpg,00000398/169.jpg,"night=0.946, daylight=0.211",tyakovenko/night-to-day-enhancement
441,00000441/10.jpg,00000441/104.jpg,"night=0.751, dark=0.867, dawndusk=0.554, daylight=0.113",tyakovenko/night-to-day-enhancement
441,00000441/115.jpg,00000441/104.jpg,"night=0.751, dark=0.728, daylight=0.113",tyakovenko/night-to-day-enhancement
441,00000441/13.jpg,00000441/104.jpg,"night=1.000, dark=1.000, daylight=0.004",tyakovenko/night-to-day-enhancement
441,00000441/15.jpg,00000441/104.jpg,"night=0.881, dark=1.000, dawndusk=0.946, daylight=0.113",tyakovenko/night-to-day-enhancement
441,00000441/16.jpg,00000441/104.jpg,"dark=0.590, daylight=0.347",tyakovenko/night-to-day-enhancement
441,00000441/163.jpg,00000441/104.jpg,"night=0.751, dark=0.867, dawndusk=1.000, daylight=0.160",tyakovenko/night-to-day-enhancement
441,00000441/18.jpg,00000441/104.jpg,"night=0.964, dark=0.867, daylight=0.113",tyakovenko/night-to-day-enhancement
441,00000441/2.jpg,00000441/104.jpg,"night=0.751, dark=1.000, daylight=0.113",tyakovenko/night-to-day-enhancement
441,00000441/28.jpg,00000441/104.jpg,"night=0.937, dark=1.000, daylight=0.004",tyakovenko/night-to-day-enhancement
441,00000441/29.jpg,00000441/104.jpg,"night=1.000, dark=1.000, daylight=0.004",tyakovenko/night-to-day-enhancement
441,00000441/300.jpg,00000441/104.jpg,"night=0.881, dark=0.867, dawndusk=0.750, daylight=0.160",tyakovenko/night-to-day-enhancement
441,00000441/34.jpg,00000441/104.jpg,"night=1.000, dark=1.000, daylight=0.004",tyakovenko/night-to-day-enhancement
441,00000441/50.jpg,00000441/104.jpg,"night=1.000, dark=1.000, dawndusk=0.636, daylight=0.004",tyakovenko/night-to-day-enhancement
441,00000441/57.jpg,00000441/104.jpg,"night=0.519, dark=0.794, daylight=0.347",tyakovenko/night-to-day-enhancement
441,00000441/97.jpg,00000441/104.jpg,"night=0.751, dark=0.867, dawndusk=0.852, daylight=0.113",tyakovenko/night-to-day-enhancement
536,00000536/113.jpg,00000536/105.jpg,"dark=0.701, dawndusk=0.546, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/128.jpg,00000536/105.jpg,"night=0.667, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/158.jpg,00000536/105.jpg,"dark=0.701, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/16.jpg,00000536/105.jpg,"night=0.882, dark=0.732, daylight=0.046",tyakovenko/night-to-day-enhancement
536,00000536/190.jpg,00000536/105.jpg,"night=0.527, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/264.jpg,00000536/105.jpg,"dark=0.752, daylight=0.216",tyakovenko/night-to-day-enhancement
536,00000536/28.jpg,00000536/105.jpg,"dark=0.584, dawndusk=0.503, daylight=0.140",tyakovenko/night-to-day-enhancement
536,00000536/37.jpg,00000536/105.jpg,"night=0.882, dark=0.701, daylight=0.140",tyakovenko/night-to-day-enhancement
536,00000536/41.jpg,00000536/105.jpg,"dark=0.915, daylight=0.122",tyakovenko/night-to-day-enhancement
536,00000536/48.jpg,00000536/105.jpg,"night=0.708, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/69.jpg,00000536/105.jpg,"dark=0.752, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/7.jpg,00000536/105.jpg,"night=0.667, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/79.jpg,00000536/105.jpg,"night=0.795, daylight=0.292",tyakovenko/night-to-day-enhancement
536,00000536/87.jpg,00000536/105.jpg,"dark=0.584, daylight=0.198",tyakovenko/night-to-day-enhancement
536,00000536/9.jpg,00000536/105.jpg,"night=0.516, dark=0.752, daylight=0.289",tyakovenko/night-to-day-enhancement
536,00000536/93.jpg,00000536/105.jpg,"dark=0.701, daylight=0.292",tyakovenko/night-to-day-enhancement
573,00000573/10.jpg,00000573/135.jpg,"night=0.665, dark=0.691, daylight=0.316",tyakovenko/night-to-day-enhancement
573,00000573/112.jpg,00000573/135.jpg,"night=0.853, dark=1.000, daylight=0.250",tyakovenko/night-to-day-enhancement
573,00000573/129.jpg,00000573/135.jpg,"night=0.999, dark=1.000, daylight=0.036",tyakovenko/night-to-day-enhancement
573,00000573/13.jpg,00000573/135.jpg,"night=1.000, dark=0.866, daylight=0.036",tyakovenko/night-to-day-enhancement
573,00000573/132.jpg,00000573/135.jpg,"night=1.000, dark=0.782, daylight=0.036",tyakovenko/night-to-day-enhancement
573,00000573/14.jpg,00000573/135.jpg,"night=0.665, daylight=0.316",tyakovenko/night-to-day-enhancement
573,00000573/159.jpg,00000573/135.jpg,"night=0.759, dark=0.527, daylight=0.357",tyakovenko/night-to-day-enhancement
573,00000573/16.jpg,00000573/135.jpg,"night=0.853, dark=0.782, daylight=0.316",tyakovenko/night-to-day-enhancement
573,00000573/25.jpg,00000573/135.jpg,"night=1.000, dark=1.000, daylight=0.036",tyakovenko/night-to-day-enhancement
573,00000573/28.jpg,00000573/135.jpg,"night=0.853, dark=0.855, daylight=0.143",tyakovenko/night-to-day-enhancement
573,00000573/30.jpg,00000573/135.jpg,"night=1.000, dark=1.000, daylight=0.036",tyakovenko/night-to-day-enhancement
573,00000573/32.jpg,00000573/135.jpg,"night=0.613, dawndusk=0.772, daylight=0.357",tyakovenko/night-to-day-enhancement
573,00000573/5.jpg,00000573/135.jpg,"night=1.000, dark=1.000, dawndusk=0.706, daylight=0.036",tyakovenko/night-to-day-enhancement
573,00000573/73.jpg,00000573/135.jpg,"night=0.543, dark=0.904, dawndusk=0.604, daylight=0.316",tyakovenko/night-to-day-enhancement
573,00000573/82.jpg,00000573/135.jpg,"night=0.958, dark=1.000, daylight=0.118",tyakovenko/night-to-day-enhancement
573,00000573/9.jpg,00000573/135.jpg,"night=0.853, dark=0.782, daylight=0.036",tyakovenko/night-to-day-enhancement
1048,00001048/20120628_010949.jpg,00001048/20120625_000946.jpg,"night=0.857, dark=0.947, daylight=0.072",tyakovenko/night-to-day-enhancement
1048,00001048/20120629_081038.jpg,00001048/20120625_000946.jpg,"night=0.939, dark=0.911, daylight=0.011",tyakovenko/night-to-day-enhancement
1048,00001048/20120705_000943.jpg,00001048/20120625_000946.jpg,"dark=0.530, daylight=0.393",tyakovenko/night-to-day-enhancement
1048,00001048/20120706_080937.jpg,00001048/20120625_000946.jpg,"night=1.000, dark=0.911, daylight=0.011",tyakovenko/night-to-day-enhancement
1048,00001048/20120707_010943.jpg,00001048/20120625_000946.jpg,"night=0.857, dark=0.907, dawndusk=0.514, daylight=0.011",tyakovenko/night-to-day-enhancement
1048,00001048/20120709_010939.jpg,00001048/20120625_000946.jpg,"night=0.857, dark=0.907, dawndusk=0.605, daylight=0.011",tyakovenko/night-to-day-enhancement
1308,00001308/20111209_122514.jpg,00001308/20120226_215515.jpg,"night=0.835, dark=0.517, daylight=0.257",tyakovenko/night-to-day-enhancement
1308,00001308/20111221_062602.jpg,00001308/20120226_215515.jpg,"night=0.791, daylight=0.311",tyakovenko/night-to-day-enhancement
1308,00001308/20111224_005514.jpg,00001308/20120226_215515.jpg,"night=0.835, dark=0.588, daylight=0.257",tyakovenko/night-to-day-enhancement
1308,00001308/20111224_015515.jpg,00001308/20120226_215515.jpg,"night=0.835, daylight=0.257",tyakovenko/night-to-day-enhancement
1308,00001308/20120105_082514.jpg,00001308/20120226_215515.jpg,"night=0.835, daylight=0.031",tyakovenko/night-to-day-enhancement
1308,00001308/20120115_002515.jpg,00001308/20120226_215515.jpg,"night=0.835, daylight=0.257",tyakovenko/night-to-day-enhancement
1308,00001308/20120116_225515.jpg,00001308/20120226_215515.jpg,"dawndusk=0.512, daylight=0.257",tyakovenko/night-to-day-enhancement
1308,00001308/20120118_032514.jpg,00001308/20120226_215515.jpg,"night=0.835, dark=0.588, daylight=0.257",tyakovenko/night-to-day-enhancement
1308,00001308/20120118_225514.jpg,00001308/20120226_215515.jpg,"night=0.589, daylight=0.031",tyakovenko/night-to-day-enhancement
1308,00001308/20120304_042515.jpg,00001308/20120226_215515.jpg,"night=0.835, dark=0.558, daylight=0.031",tyakovenko/night-to-day-enhancement
1308,00001308/20120322_102514.jpg,00001308/20120226_215515.jpg,"night=0.560, daylight=0.139",tyakovenko/night-to-day-enhancement
1308,00001308/20120324_002514.jpg,00001308/20120226_215515.jpg,"night=0.835, daylight=0.257",tyakovenko/night-to-day-enhancement
1308,00001308/20120501_025602.jpg,00001308/20120226_215515.jpg,"night=0.835, daylight=0.364",tyakovenko/night-to-day-enhancement
1308,00001308/20120529_065519.jpg,00001308/20120226_215515.jpg,"night=0.835, daylight=0.257",tyakovenko/night-to-day-enhancement
5381,00005381/20110118_011023.jpg,00005381/20110305_141022.jpg,"night=1.000, dark=0.964, dawndusk=0.722, daylight=0.189",tyakovenko/night-to-day-enhancement
5381,00005381/20110127_201022.jpg,00005381/20110305_141022.jpg,"night=1.000, dark=0.964, dawndusk=0.722, daylight=0.180",tyakovenko/night-to-day-enhancement
